dbo:deathPlace,dbo:birthPlace,dbo:Philosopher,dbo:Philosopher,dbo:Person,dbo:Person,dbo:Place,dbo:Place,
dbo:writer,dbo:producer,dbo:Film,dbo:Film,dbo:Work,dbo:Work,dbo:Person,dbo:Agent,
dbo:birthPlace,dbo:deathPlace,,dbo:Artist,dbo:Person,dbo:Person,dbo:Place,dbo:Place,
dbo:stateOfOrigin,dbo:birthPlace,dbo:Person,dbo:Artist,dbo:Person,dbo:Person,dbo:Country,dbo:Place,
dbo:nationality,dbo:birthPlace,dbo:Person,dbo:Artist,dbo:Person,dbo:Person,dbo:Country,dbo:Place,
dbo:commandStructure,dbo:country,dbo:MilitaryUnit,dbo:MilitaryUnit,dbo:MilitaryUnit,,dbo:MilitaryUnit,dbo:Country,
dbo:predecessor,dbo:parent,dbo:Monarch,dbo:BritishRoyalty,,dbo:Person,,dbo:Person,
dbo:country,dbo:deathPlace,dbo:OfficeHolder,dbo:Politician,,dbo:Person,dbo:Country,dbo:Place,
dbo:headquarter,dbo:country,dbo:PoliticalParty,dbo:PoliticalParty,dbo:Organisation,,dbo:PopulatedPlace,dbo:Country,
dbo:parent,dbo:predecessor,,dbo:Royalty,dbo:Person,,dbo:Person,,
dbo:birthPlace,dbo:nationality,dbo:OfficeHolder,dbo:Politician,dbo:Person,dbo:Person,dbo:Place,dbo:Country,
dbo:successor,dbo:vicePresident,dbo:OfficeHolder,dbo:Politician,,,,dbo:Person,
dbo:headquarter,dbo:country,,dbo:TelevisionStation,dbo:Organisation,,dbo:PopulatedPlace,dbo:Country,
dbo:parent,dbo:predecessor,dbo:Monarch,dbo:Royalty,dbo:Person,,dbo:Person,,
dbo:isPartOf,dbo:province,,dbo:City,,dbo:Place,,dbo:Province,
dbo:nationality,dbo:ethnicity,,dbo:Artist,dbo:Person,dbo:Person,dbo:Country,dbo:EthnicGroup,
dbo:isPartOf,dbo:province,,dbo:City,,dbo:Place,,dbo:Province,
dbo:militaryBranch,dbo:field,dbo:MilitaryPerson,dbo:MilitaryPerson,dbo:MilitaryPerson,dbo:Artist,dbo:MilitaryUnit,,
dbo:tenant,dbo:team,dbo:Stadium,dbo:Stadium,dbo:ArchitecturalStructure,,dbo:Organisation,dbo:SportsTeam,
dbo:writer,dbo:starring,dbo:Film,,dbo:Work,dbo:Work,dbo:Person,dbo:Actor,
dbo:editing,dbo:director,dbo:Film,,dbo:Film,dbo:Film,dbo:Person,dbo:Person,
dbo:successor,dbo:predecessor,dbo:OfficeHolder,dbo:Politician,,,,,
dbo:successor,dbo:predecessor,dbo:OfficeHolder,dbo:Politician,,,,,
dbo:editing,dbo:writer,dbo:Film,,dbo:Film,dbo:Work,dbo:Person,dbo:Person,
dbo:predecessor,dbo:president,dbo:OfficeHolder,dbo:Politician,,dbo:Organisation,,dbo:Person,
dbo:predecessor,dbo:primeMinister,dbo:OfficeHolder,dbo:Politician,,,,dbo:Person,
dbo:predecessor,dbo:primeMinister,dbo:OfficeHolder,dbo:Politician,,,,dbo:Person,
dbo:successor,dbo:primeMinister,dbo:OfficeHolder,dbo:Politician,,,,dbo:Person,
dbo:residence,dbo:birthPlace,dbo:Person,dbo:Artist,dbo:Person,dbo:Person,dbo:Place,dbo:Place,
dbo:successor,dbo:predecessor,,dbo:Politician,,,,,
dbo:predecessor,dbo:successor,,dbo:Politician,,,,,
dbo:managerClub,dbo:team,,dbo:SoccerPlayer,dbo:Athlete,,dbo:SportsTeam,dbo:SportsTeam,
dbo:deathPlace,dbo:birthPlace,,dbo:Artist,dbo:Person,dbo:Person,dbo:Place,dbo:Place,
dbo:birthPlace,dbo:deathPlace,dbo:Saint,dbo:Saint,dbo:Person,dbo:Person,dbo:Place,dbo:Place,
dbo:birthPlace,dbo:nationality,dbo:Person,dbo:Person,dbo:Person,dbo:Person,dbo:Place,dbo:Country,
dbo:country,dbo:nationality,dbo:OfficeHolder,dbo:Politician,,dbo:Person,dbo:Country,dbo:Country,
dbo:foundationPlace,dbo:location,,,dbo:Organisation,,dbo:City,dbo:Place,
dbo:birthPlace,dbo:ethnicity,dbo:Person,dbo:Person,dbo:Person,dbo:Person,dbo:Place,dbo:EthnicGroup,
dbo:isPartOf,dbo:province,,dbo:City,,dbo:Place,,dbo:Province,
